"id";"description";"image_path";"release_date";"title";"tmdb_id"
207;"J.J. Abrams and Paramount Pictures have announced they’ll be turning the critically acclaimed Japanese anime Your Name into a live-action film.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/y00slgxcvchoc7r3bNiI3UbnKkU.jpg";"2016-08-26 00:00:00.000000";"Your Name";553301
208;"Depicts the day that Naruto Uzumaki became the 7th Hokage. Packaged with Boruto the Movie.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/xPu5camdNW7ga5QeHGJhiMbQ62B.jpg";"2016-07-06 00:00:00.000000";"The Day Naruto Became Hokage";453071
209;"Neighbors in a block wake one morning to find they have been sealed inside their apartments. Can they work together to find out why? Or will they destroy each other in their fight to escape?";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/jMyudM6LM9VfIsR8ZRghlSpAdfv.jpg";"2015-07-09 00:00:00.000000";"Containment";347548
210;"100 years ago, titans suddenly appeared on Earth. Soon, human civilization veered on collapse due to the titans. Humans then built a giant wall to defend themselves. Within the giant walls, humans lived in peace, but, 100 years later, the giant wall is broken.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/ihuDg9TeRzoOhv2cZVA8gi50NFl.jpg";"2015-08-01 00:00:00.000000";"Attack on Titan";295830
211;"Two years after choosing not to kill the man who killed his son, former police sergeant Leo Barnes has become head of security for Senator Charlene Roan, the front runner in the next Presidential election due to her vow to eliminate the Purge. On the night of what should be the final Purge, a betrayal from within the government forces Barnes and Roan out onto the street where they must fight to survive the night.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/gg7tlp45xqGWMra0sqQVPvybje2.jpg";"2016-06-29 00:00:00.000000";"The Purge: Election Year";316727
212;"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/h4NC0pkqvDX7Q6TI3PyW4NJKEYi.jpg";"2014-04-16 00:00:00.000000";"The Amazing Spider-Man 2";102382
213;"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/5UsK3grJvtQrtzEgqNlDljJW96w.jpg";"2016-03-23 00:00:00.000000";"Batman v Superman: Dawn of Justice";209112
214;"One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/A81kDB6a1K86YLlcOtZB27jriJh.jpg";"2016-06-02 00:00:00.000000";"Now You See Me 2";291805
215;"Italy, 1970. An increasing legion of harmless warriors begins a peaceful struggle for sexual freedom through pornography, shaking and shocking religious authorities and conservative political institutions. They are ironic, happy, crazy. They are dreamers, defenders of definitive communion between body and soul. But they were censored and humiliated. They were mistreated and arrested for demanding loud a new cultural renaissance.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/epgcl0Dz1RnWBK2rBpDvTfhyarU.jpg";"2016-06-24 00:00:00.000000";"Porn to Be Free";381749
216;"Ninjas with bloodline limits begin disappearing in all the countries and blame points toward the fire nation. By Tsunade's order, Kakashi is sacrificed to prevent an all out war. After inheriting charms left by Kakashi, Naruto fights through friends and foes to prevent his death while changing the minds of those who've inherited the will of fire.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/csSsO9oXTIpOVxA3xXYbEzd6IKy.jpg";"2009-08-01 00:00:00.000000";"Naruto Shippuden the Movie: The Will of Fire";36728
217;"When the old-old-old-fashioned vampire Vlad arrives at the hotel for an impromptu family get-together, Hotel Transylvania is in for a collision of supernatural old-school and modern day cool.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/kKFgwQnR5q08UFsAvtoYyTIiHyj.jpg";"2015-09-21 00:00:00.000000";"Hotel Transylvania 2";159824
218;"Set in the Mayan civilization, when a man's idyllic presence is brutally disrupted by a violent invading force, he is taken on a perilous journey to a world ruled by fear and oppression where a harrowing end awaits him. Through a twist of fate and spurred by the power of his love for his woman and his family he will make a desperate break to return home and to ultimately save his way of life.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/cBFQsU1LDBEOl0Ik0cygeB6wCLE.jpg";"2006-12-07 00:00:00.000000";"Apocalypto";1579
219;"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/nlr2oxuYsHXt0wdtmzaOuVBoNC0.jpg";"2016-01-23 00:00:00.000000";"Kung Fu Panda 3";140300
220;"A ragtag band of humans band together in the year 2025 to fight legions of monstrous creatures rising from the sea. Using massive piloted robots to combat the alien threat, earth's survivors take the fight to the invading alien force lurking in the depths of the Pacific Ocean. Nearly defenseless in the face of the relentless enemy, the forces of mankind have no choice but to turn to two unlikely heroes -- a washed up former pilot and an untested trainee -- who now stand as earth's final hope against the mounting apocalypse.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/mmznhaQDwlHWpUwKuNxtQiubbmM.jpg";"2013-07-11 00:00:00.000000";"Pacific Rim";68726
221;"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/hlK0e0wAQ3VLuJcsfIYPvb4JVud.jpg";"2016-02-11 00:00:00.000000";"Zootopia";269149
222;"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/wqnLdwVXoBjKibFRR5U3y0aDUhs.jpg";"2015-12-15 00:00:00.000000";"Star Wars: The Force Awakens";140607
223;"Eren leaves to restore a break in the wall destroyed by a Titan. He comes under attack by the Titans and is cornered. Shikishima comes to his aid. The titans never stops attacking.  Eren is now injured and tries to protect Armin, but is swallowed by a titan. A Titan with black hair appears and begins to expel the other titans.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/dwsoUEJvDpN00rJJ1bR6DrJ5JjF.jpg";"2015-09-01 00:00:00.000000";"Attack on Titan II: End of the World";340382
224;"An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/fYRiZ3vJuuCYb9H7HXfpjKO9Jd6.jpg";"2016-01-28 00:00:00.000000";"Fifty Shades of Black";351819
225;"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/5r1zWuzbsVAYSPzvCecAReGhN7k.jpg";"2014-03-20 00:00:00.000000";"Captain America: The Winter Soldier";100402
226;"12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/4ucLGcXVVSVnsfkGtbLY4XAius8.jpg";"1973-05-31 00:00:00.000000";"The Exorcist";9552
227;"The Straw Hat Pirates are taking on Gild Tesoro, one of the richest men in the world.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/OAXCENRg0smntp0uPhTQMPxs0O.jpg";"2016-07-23 00:00:00.000000";"One Piece Film: GOLD";374205
228;"Robin is sent by Batman to work with the Teen Titans after his volatile behavior botches up a Justice League mission. The Titans must then step up to face Trigon after he possesses the League and threatens to conquer the world.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/3G6RPpafXApTzn56cbVqLBp9uSz.jpg";"2016-03-29 00:00:00.000000";"Justice League vs. Teen Titans";379291
229;"Lenny has relocated his family back to the small town where he and his friends grew up. This time around, the grown ups are the ones learning lessons from their kids on a day notoriously full of surprises—the last day of school.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/5vLeJchL3zosBj10CJP1h54xyBs.jpg";"2013-07-11 00:00:00.000000";"Grown Ups 2";109418
230;"When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/ym7Kst6a4uodryxqbGOxmewF235.jpg";"2010-11-24 00:00:00.000000";"Tangled";38757
231;"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/wWt4JYXTg5Wr3xBW2phBrMKgp3x.jpg";"2008-06-04 00:00:00.000000";"Kung Fu Panda";9502
232;"Based on the inspiring and powerful true story and journal entries of Rachel Joy Scott- the first student killed in the Columbine High School shooting in 1999.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/P4bxuNq5XT0Wc3MYpoLP52e0P6.jpg";"2016-10-21 00:00:00.000000";"I'm Not Ashamed";409502
233;"A teenager finds himself transported to an island where he must help protect a group of orphans with special powers from creatures intent on destroying them.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/6lSkpu2SDj71KTBy2DllM6CaFYA.jpg";"2016-09-27 00:00:00.000000";"Miss Peregrine's Home for Peculiar Children";283366
234;"Alex the lion is the king of the urban jungle, the main attraction at New York's Central Park Zoo. He and his best friends—Marty the zebra, Melman the giraffe and Gloria the hippo—have spent their whole lives in blissful captivity before an admiring public and with regular meals provided for them. Not content to leave well enough alone, Marty lets his curiosity get the better of him and makes his escape—with the help of some prodigious penguins—to explore the world.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/uHkmbxb70IQhV4q94MiBe9dqVqv.jpg";"2005-05-25 00:00:00.000000";"Madagascar";953
235;"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/2mtQwJKVKQrZgTz49Dizb25eOQQ.jpg";"2016-05-18 00:00:00.000000";"X-Men: Apocalypse";246655
236;"As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/jyzrfx2WaeY60kYZpPYepSjGz4S.jpg";"2014-06-25 00:00:00.000000";"Transformers: Age of Extinction";91314
237;"Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/5Fh4NdoEnCjCK9wLjdJ9DJNFl2b.jpg";"2013-06-25 00:00:00.000000";"Despicable Me 2";93456
238;"An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/dM50iVbcnzQUIoc9TmUUk0SP4P4.jpg";"2015-11-14 00:00:00.000000";"The Good Dinosaur";105864
239;"Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/hpnuXlKKWznTgbheGe4iQXzkuwJ.jpg";"2015-03-04 00:00:00.000000";"Chappie";198184
240;"Alien pods come to Earth and, naturally, start taking over Human Hosts. One such pod only manages to take over one human's, Shin Izumi, right arm. Together they grow and co-exist, all the while the other aliens are making meals of other humans; Shin feels he must put a stop to it all, but his alien, Migi, doesn't see why.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/qO8zQ9dSADWiwRnR7oCOsPDuOom.jpg";"2015-04-25 00:00:00.000000";"Parasyte: Part 2";282070
241;"European mercenaries searching for black powder become embroiled in the defense of the Great Wall of China against a horde of monstrous creatures.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/hodlFSvJftThzylcwFs1W0PsVuF.jpg";"2016-12-16 00:00:00.000000";"The Great Wall";311324
242;"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg";"2001-07-20 00:00:00.000000";"Spirited Away";129
243;"After his release from prison, bank robber Zequi sets off to recover the stolen money that was buried by his dizzy accomplice. He's horrified to learn that a high school gymnasium is now standing over the site where the loot is stashed. Needing to infiltrate the building, Zequi lands a job as a substitute teacher for a group of wild and unruly students. As the ex-con tries to lay down the law, he starts to realize that life in jail may have been easier than trying to deal with rebellious teens.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/6HfyXfIEywLa2HvcswKi44dDKxL.jpg";"2016-09-02 00:00:00.000000";"No Manches Frida";375794
244;"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/h6NYfVUyM6CDURtZSnBpz647Ldd.jpg";"2016-11-16 00:00:00.000000";"Fantastic Beasts and Where to Find Them";259316
245;"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/8tZYtuWezp8JbcsvHYO0O46tFbo.jpg";"2015-05-13 00:00:00.000000";"Mad Max: Fury Road";76341
246;"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/bqb9WsmZmDIKxqYmBJ9lj7J6hzn.jpg";"2016-11-15 00:00:00.000000";"Split";381288
247;"An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/52NXkgvzRYjRnqRPpqjpiwsIgRG.jpg";"2015-08-20 00:00:00.000000";"Hitman: Agent 47";249070
248;"When Christy discovers her 10-year-old daughter Anna has a rare, incurable disease, she becomes a ferocious advocate for her daughter’s healing as she searches for a solution. After Anna has a freak accident and falls three stories, a miracle unfolds in the wake of her dramatic rescue that leaves medical specialists mystified, her family restored and their community inspired.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/hz9VF1TfaM0D04pYneSXUkNeOZv.jpg";"2016-03-17 00:00:00.000000";"Miracles from Heaven";339984
249;"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/xQYiXsheRCDBA39DOrmaw1aSpbk.jpg";"2013-12-11 00:00:00.000000";"The Hobbit: The Desolation of Smaug";57158
250;"Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/weVXMD5QBGeQil4HEATZqAkXeEc.jpg";"1991-07-03 00:00:00.000000";"Terminator 2: Judgment Day";280
251;"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/4ssDuvEDkSArWEdyBl2X5EHvYKU.jpg";"2015-04-22 00:00:00.000000";"Avengers: Age of Ultron";99861
252;"A cliché hunchbacked evil scientist's assistant aspires to become a scientist himself, much to the displeasure of the rest of the evil science community.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/mI4SPs0bZQm7bGVZKToC8KUsTd.jpg";"2008-09-19 00:00:00.000000";"Igor";14248
253;"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/38C91I7Xft0gyY7BITm8i4yvuRb.jpg";"2015-06-25 00:00:00.000000";"Ted 2";214756
254;"When Coraline moves to an old house, she feels bored and neglected by her parents. She finds a hidden door with a bricked up passage. During the night, she crosses the passage and finds a parallel world where everybody has buttons instead of eyes, with caring parents and all her dreams coming true. When the Other Mother invites Coraline to stay in her world forever, the girl refuses and finds that the alternate reality where she is trapped is only a trick to lure her.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/gPMh5rsVrDDAYMDbTcz6Up1DQ4z.jpg";"2009-02-05 00:00:00.000000";"Coraline";14836
255;"The human race is threatened by a powerful creature, and only the combined power of Superman, Batman, Wonder Woman, Green Lantern, Martian Manhunter and The Flash can stop it. But can they overcome their differences to thwart this enemy using the combined strength of their newly formed Justice League?";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/sG0jasV67KIq2KRmF0BjfyFHE8z.jpg";"2008-02-26 00:00:00.000000";"Justice League: The New Frontier";14011
256;"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/2mxS4wUimwlLmI1xp6QW6NSU361.jpg";"2014-10-24 00:00:00.000000";"Big Hero 6";177572
257;"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/oZRVDpNtmHk8M1VYy1aeOWUXgbC.jpg";"2015-06-23 00:00:00.000000";"Terminator Genisys";87101
258;"Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/gbtwoYMWlG0HZe7sDaTOoijtXCu.jpg";"2014-11-22 00:00:00.000000";"Penguins of Madagascar";270946
259;"Assigned on a mission to capture Mukade, a missing-nin, Naruto Uzumaki sets out for the once glorious historic ruins of ""Ouran"", where he pursues and corners the rouge ninja. Mukade's goal is revealed to be a dormant leyline within the ruins; he unleashes the power of the leyline, causing a light to envelop Naruto, sending him into the past, 20 years before the series began. When Naruto awakens, he comes into contact with the Fourth Hokage, Minato Namikaze.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/6e2YvN1tQK4xQHlmy7GJTuXOt2u.jpg";"2010-07-31 00:00:00.000000";"Naruto Shippuden the Movie: The Lost Tower";50723
260;"When a group of close-knit friends assemble for the marriage of Skylar and Dan, they have no idea they will witness The Rapture and face a series of catastrophic events turning the celebration into a life-or-death struggle.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/z0HOfkCxd3QhEUfC3tR0s6U4ajp.jpg";"2014-08-25 00:00:00.000000";"The Remaining";280002
261;"The events of Battle of Gods take place some years after the battle with Majin Buu, which determined the fate of the entire universe. After awakening from a long slumber, Beerus, the God of Destruction is visited by Whis, his attendant and learns that the galactic overlord Frieza has been defeated by a Super Saiyan from the North Quadrant of the universe named Goku, who is also a former student of the North Kai. Ecstatic over the new challenge, Goku ignores King Kai's advice and battles Beerus, but he is easily overwhelmed and defeated. Beerus leaves, but his eerie remark of ""Is there nobody on Earth more worthy to destroy?"" lingers on. Now it is up to the heroes to stop the God of Destruction before all is lost.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/nxZEdYcHMuD8SSuwusDnK9CD2H1.jpg";"2013-03-30 00:00:00.000000";"Dragon Ball Z: Battle of Gods";126963
262;"In the suburbs of Tokyo some time ago, there lived a clumsy boy about 10 years old. There appeared in front of him named Sewashi, Nobita's descendant of four generations later from the 22nd century, and Doraemon, a 22nd century cat-type caretaker robot who helps people with its secret gadgets. Sewashi claims that his family is suffering from the debts Nobita made even to his generation, so in order to change this disastrous future, he brought along Doraemon as Nobita's caretaker to bring happiness to his future, although Doraemon is not happy about this. And so Sewashi installed an accomplishment program into Doraemon forcing him to take care of Nobita. Unless he makes Nobita happy, Doraemon can no longer go back to the 22nd century. This is how the life of Doraemon and Nobita begins. Will Doraemon succeed this mission and return to the 22nd century?";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/jArnRnllnxbvE2CEV8jc2hhwweS.jpg";"2014-08-08 00:00:00.000000";"Stand by Me Doraemon";265712
263;"Lonely toymaker Geppetto has his wishes answered when the Blue Fairy arrives to bring his wooden puppet Pinocchio to life. Before becoming a real boy, however, Pinocchio must prove he's worthy as he sets off on an adventure with his whistling sidekick and conscience, Jiminy Cricket.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/eGtNJvZXGl1iglpyzH5RPgWhQ85.jpg";"1940-02-23 00:00:00.000000";"Pinocchio";10895
264;"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/azL2ThbJMIkts3ZMt3j1YgBUeDB.jpg";"2014-08-07 00:00:00.000000";"Teenage Mutant Ninja Turtles";98566
265;"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/2Gfjn962aaFSD6eST6QU3oLDZTo.jpg";"2015-05-27 00:00:00.000000";"San Andreas";254128
266;"Welcome to Hotel Transylvania, Dracula's lavish five-stake resort, where monsters and their families can live it up and no humans are allowed. One special weekend, Dracula has invited all his best friends to celebrate his beloved daughter Mavis's 118th birthday. For Dracula catering to all of these legendary monsters is no problem but the party really starts when one ordinary guy stumbles into the hotel and changes everything!";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/eJGvzGrsfe2sqTUPv5IwLWXjVuR.jpg";"2012-09-20 00:00:00.000000";"Hotel Transylvania";76492
267;"In an alternate universe, very different versions of DC's Trinity fight against the government after they are framed for an embassy bombing.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/9EoqQuEZKmQIYjexoUbkxMcMCVr.jpg";"2015-07-14 00:00:00.000000";"Justice League: Gods and Monsters";323027
268;"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/uaDj37JtvLan9tihxZ18e6qL33b.jpg";"2014-12-03 00:00:00.000000";"Exodus: Gods and Kings";147441
269;"Ex-hitman John Wick comes out of retirement to track down the gangsters that took everything from him.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/fZPSd91yGE9fCcCe6OoQr6E3Bev.jpg";"2014-10-22 00:00:00.000000";"John Wick";245891
270;"Alien pods come to Earth and, naturally, start taking over Human Hosts. One such pod only manages to take over one human's, Shin Izumi, right arm. Together they grow and co-exist, all the while the other aliens are making meals of other humans; Shin feels he must put a stop to it all, but his alien, Migi, doesn't see why.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/lNzCFguC8wEyJWP89ewQYK8d2nJ.jpg";"2014-11-29 00:00:00.000000";"Parasyte: Part 1";282069
271;"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/rQRnQfUl3kfp78nCWq8Ks04vnq1.jpg";"2015-07-14 00:00:00.000000";"Ant-Man";102899
272;"McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/9u4yW7yPA0BQ2pv9XwiNzItwvp8.jpg";"2014-09-24 00:00:00.000000";"The Equalizer";156022
273;"One night per year, the government sanctions a 12-hour period in which citizens can commit any crime they wish -- including murder -- without fear of punishment or imprisonment. Leo, a sergeant who lost his son, plans a vigilante mission of revenge during the mayhem. However, instead of a death-dealing avenger, he becomes the unexpected protector of four innocent strangers who desperately need his help if they are to survive the night.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/f2HD5iVhJWWv72QVWThUKk09zYy.jpg";"2014-07-17 00:00:00.000000";"The Purge: Anarchy";238636
274;"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/iBq4od6j1ZAvDVO7hwmHT2Xf2Bt.jpg";"2015-11-25 00:00:00.000000";"Creed";312221
275;"When a devoted husband and father is left home alone for the weekend, two stranded young women unexpectedly knock on his door for help. What starts out as a kind gesture results in a dangerous seduction and a deadly game of cat and mouse.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/cUC4rUb1Cs2KMaZ6RD4uYUEEwls.jpg";"2015-06-26 00:00:00.000000";"Knock Knock";263472
276;"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Riley's guiding emotions— Joy, Fear, Anger, Disgust and Sadness—live in Headquarters, the control centre inside Riley's mind, where they help advise her through everyday life and tries to keep things positive, but the emotions conflict on how best to navigate a new city, house and school.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/lRHE0vzf3oYJrhbsHXjIkF4Tl5A.jpg";"2015-06-09 00:00:00.000000";"Inside Out";150540
277;"An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/tw0lXhbNkklvseuJ4aYldkVyXV7.jpg";"2015-09-17 00:00:00.000000";"Sicario";273481
